training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
3.2612596,-7.537532,2.2612596,0.046505958,36.043568,1.0,-36.043568,1.0,1.191999,0.0,-30.491325,-84.35214,9.936489,-8.855558,79.254265,0.525983,-30.153137,-84.193855,0.08247805,3.3039124,-7.6798315,2.3039496,0.082080886,37.08004,0.99996275,-37.07866,1.0,136.96886,0.0,-28.69619,-85.024475,0.53342307,-28.38998,-84.80218,0.08686824,0.0726691252708435,23161.450392723083,310000
3.2618885,-7.5396285,2.2618885,0.047030065,36.8493,1.0,-36.8493,1.0,0.6577016,0.0,-31.516869,-83.9157,2.4177322,-5.989488,42.643322,1.2567983,-31.197865,-83.745514,0.068479605,3.3008258,-7.669422,2.3008268,0.07947852,36.833015,0.999999,-36.832977,1.0,139.50987,0.0,-29.378073,-85.428116,0.5250845,-29.01757,-85.4423,0.10234187,0.07295494446754455,23526.225120782852,315000
3.263475,-7.544916,2.263475,0.048351992,37.29457,0.9999999,-37.294567,1.0,0.8130957,0.0,-30.091099,-85.39597,4.136346,-2.9879975,48.847343,0.93061095,-29.81546,-85.2023,0.07822169,3.2989483,-7.6631594,2.2989483,0.07791292,37.417694,1.0,-37.417694,1.0,146.7541,0.0,-29.830559,-84.00276,0.96929806,-29.474054,-83.823166,0.07989991,0.07279763584136963,23890.21331167221,320000
3.262617,-7.542057,2.262617,0.04763718,36.60669,1.0,-36.60669,1.0,0.79951036,0.0,-30.701437,-85.485596,3.028183,-6.341427,41.788456,0.5396834,-30.320887,-85.37095,0.0678801,3.305366,-7.684557,2.3053672,0.08326223,37.420616,0.99999887,-37.420574,1.0,161.25433,0.0,-30.693003,-85.08221,0.548206,-30.283024,-84.94548,0.1301661,0.07337992358207703,24257.11294221878,325000
3.2642665,-7.547555,2.2642665,0.04901178,36.2082,1.0,-36.2082,1.0,0.76718926,0.0,-29.921455,-84.62787,2.9010508,-3.4449072,39.85428,0.7736234,-29.611317,-84.47274,0.08570287,3.2946937,-7.6490583,2.2947176,0.07438752,37.99937,0.9999762,-37.998466,1.0,155.41702,0.0,-30.326927,-85.20016,1.1586095,-29.970982,-85.38205,0.09803711,0.07294802732467652,24621.853091955185,330000
3.262755,-7.542516,2.262755,0.04775203,36.464245,1.0,-36.464245,1.0,0.8551192,0.0,-29.990147,-83.94078,3.9435496,-3.3728704,34.965843,0.4187922,-29.626518,-83.76491,0.08346078,3.297399,-7.6579957,2.297399,0.07662198,35.375294,1.0,-35.375294,1.0,167.9025,0.0,-32.278526,-85.6803,0.616932,-31.899282,-85.496056,0.09657642,0.07340270748138428,24988.866643428802,335000
3.2619128,-7.539709,2.2619128,0.047050208,37.12554,1.0,-37.12554,1.0,0.7612723,0.0,-31.213297,-85.03491,4.5764303,-13.283301,38.126953,0.5240127,-30.85529,-84.880135,0.07234335,3.296617,-7.6553907,2.2966175,0.07597074,37.641197,0.9999994,-37.641174,1.0,155.46637,0.0,-29.565987,-83.476746,0.39930362,-29.208504,-83.31061,0.09237498,0.07389865803718566,25358.359946250916,340000
3.2591023,-7.530341,2.2591023,0.044708252,37.165207,1.0,-37.165207,1.0,0.7758591,0.0,-30.094257,-85.7859,2.320187,-2.70358,29.747463,0.6073517,-29.76606,-85.60819,0.068289235,3.3015616,-7.671871,2.3015616,0.080090836,36.766914,1.0,-36.766914,1.0,161.69928,0.0,-29.589941,-84.83016,1.3446614,-29.257587,-84.66637,0.12288868,0.07409388961791992,25728.829401254654,345000
3.261605,-7.538688,2.2616065,0.046795003,38.032204,0.99999857,-38.03215,1.0,0.8425251,0.0,-29.797874,-85.38304,2.9550364,-3.3540494,50.413403,0.86283374,-29.432215,-85.234886,0.07216494,3.2974494,-7.658174,2.2974522,0.07666646,37.05409,0.9999972,-37.053986,1.0,159.41043,0.0,-29.832636,-83.914764,0.41581988,-29.523287,-83.752426,0.07881205,0.07309290227890014,26094.293925523758,350000
3.2632031,-7.5440106,2.2632031,0.048125673,36.81012,1.0,-36.81012,1.0,0.7382482,0.0,-30.313528,-84.60267,1.6210742,-2.9981694,28.220755,0.7152364,-29.951775,-84.45379,0.081149295,3.2986288,-7.662095,2.2986288,0.077646755,37.310474,1.0,-37.310474,1.0,168.22163,0.0,-30.750626,-84.67305,0.85105675,-30.368141,-84.53946,0.073173136,0.1284854329586029,26736.721098184586,355000
3.2612414,-7.537472,2.2612414,0.046490848,37.881012,1.0,-37.881012,1.0,0.9080457,0.0,-31.054392,-84.2749,3.345437,-3.980242,45.67418,0.64662075,-30.690405,-84.10655,0.09774476,3.2955163,-7.6517205,2.2955163,0.07505311,37.041756,1.0,-37.041756,1.0,160.01123,0.0,-30.110252,-83.767105,0.53866327,-29.728153,-83.60329,0.12235102,0.09324694056510925,27202.95581316948,360000
3.259996,-7.5333195,2.259996,0.045452856,38.18564,1.0,-38.18564,1.0,0.6842165,0.0,-32.116386,-85.364136,2.6284127,-1.9092262,31.636988,0.7319988,-31.77288,-85.21612,0.069336265,3.2972436,-7.657501,2.2972505,0.076498255,37.151306,0.99999315,-37.15105,1.0,162.96536,0.0,-30.671288,-83.88417,0.6884887,-30.323143,-83.721176,0.078316554,0.07287863049507141,27567.348977804184,365000
3.2607913,-7.5359697,2.2607913,0.046115473,36.70373,1.0,-36.70373,1.0,0.844185,0.0,-28.929153,-85.40087,5.3582807,-4.5356774,44.72696,0.9495804,-28.60056,-85.26179,0.06997976,3.3048713,-7.682928,2.3048785,0.08285493,36.668377,0.99999285,-36.668114,1.0,174.58693,0.0,-30.807066,-86.31563,0.66231734,-30.45332,-86.06992,0.077435896,0.07274654364585877,27931.081706762314,370000
3.2609963,-7.536655,2.2609966,0.04628667,37.947926,0.9999997,-37.947914,1.0,0.7580979,0.0,-30.924213,-84.64651,1.6015058,-2.1417592,33.443703,0.52223754,-30.546059,-84.488625,0.06201843,3.3027344,-7.6758523,2.3027558,0.081086054,35.80168,0.9999785,-35.80091,1.0,176.06758,0.0,-30.589441,-86.02733,0.44453296,-30.242188,-86.023544,0.09810238,0.07274667563438415,28294.81509065628,375000
3.2627542,-7.5425186,2.2627556,0.04775255,37.421417,0.99999857,-37.421364,1.0,0.9376848,0.0,-30.555782,-85.08421,3.8110683,-4.8355284,37.997997,0.78078306,-30.210592,-84.95078,0.07698828,3.2991364,-7.663788,2.2991364,0.07806989,37.58232,1.0,-37.58232,1.0,186.31342,0.0,-31.958765,-84.54852,0.7346507,-31.584831,-84.391106,0.084252745,0.0738293387889862,28663.961797952652,380000
3.2594576,-7.5315266,2.259458,0.045004517,36.98549,0.9999996,-36.985474,1.0,0.63542414,0.0,-29.864258,-84.624954,1.7902362,-4.691291,26.27648,0.8640599,-29.468176,-84.47067,0.061295353,3.2983377,-7.661125,2.2983377,0.07740426,37.97406,1.0,-37.97406,1.0,176.74982,0.0,-30.226007,-85.39439,0.5722796,-29.894672,-85.24677,0.09868852,0.07656095252037048,29046.766571044922,385000
3.261453,-7.5381756,2.261453,0.04666692,36.965645,1.0,-36.965645,1.0,0.8810239,0.0,-29.440615,-84.42116,6.529764,-4.8091636,49.236416,0.48456657,-29.05516,-84.263725,0.08385734,3.3045707,-7.681909,2.3045728,0.082600236,37.808163,0.9999978,-37.80808,1.0,189.9269,0.0,-31.328766,-84.17939,0.6330547,-30.945955,-84.02025,0.10589395,0.07723122477531433,29432.92270731926,390000
3.2595043,-7.531681,2.2595043,0.045043156,38.225773,1.0,-38.225773,1.0,1.1646694,0.0,-29.571196,-84.21687,3.2056181,-3.761986,58.875114,0.89362293,-29.223047,-84.05669,0.0744949,3.3031402,-7.677136,2.3031409,0.081406966,37.61548,0.99999917,-37.615448,1.0,180.15714,0.0,-29.921783,-84.950615,0.73699147,-29.597336,-84.80387,0.09390956,0.07852516570091247,29825.54854798317,395000
3.2609882,-7.536627,2.2609882,0.04627976,38.059258,1.0,-38.059258,1.0,0.97048056,0.0,-30.206144,-85.34384,2.15693,-2.2090302,35.963093,0.73937243,-29.85002,-85.19314,0.0716503,3.2994008,-7.664669,2.2994008,0.07829018,37.210495,1.0,-37.210495,1.0,181.27692,0.0,-29.907646,-85.752975,0.9084774,-29.563805,-85.60887,0.09814107,0.07718409571647644,30211.4690387249,400000
3.258195,-7.5273247,2.2581975,0.04395418,35.626266,0.99999744,-35.626175,1.0,0.69041425,0.0,-29.240929,-85.04533,2.7318392,-4.7860003,28.443506,1.0052227,-28.873354,-84.894745,0.06295341,3.2991939,-7.6639795,2.2991939,0.07811779,37.148598,1.0,-37.148598,1.0,194.54552,0.0,-31.198793,-84.44166,1.0238652,-30.810661,-84.25681,0.072017305,0.08623228869438171,30642.630489110947,405000
3.2608595,-7.536198,2.2608595,0.046172462,37.490868,1.0,-37.490868,1.0,0.7794136,0.0,-30.864954,-85.03192,4.1220446,-3.3034773,42.74868,0.5515342,-30.514015,-84.88763,0.08663647,3.3024218,-7.674739,2.3024218,0.08080766,35.97941,1.0,-35.97941,1.0,177.44879,0.0,-28.578812,-84.145744,0.77271396,-28.210175,-83.98595,0.08952482,0.07612330799102783,31023.247041225433,410000
3.2616115,-7.538705,2.2616115,0.046799116,36.121994,1.0,-36.121994,1.0,0.7652279,0.0,-28.116335,-84.690834,9.054428,-9.084602,44.839355,0.44592002,-27.772694,-84.38666,0.076789245,3.3010726,-7.670246,2.3010738,0.07968448,37.215424,0.99999875,-37.215378,1.0,200.3252,0.0,-31.357052,-84.47949,0.57630646,-30.992046,-84.329384,0.08659614,0.07986129508018494,31422.553529262543,415000
